SNO,inst_code,        inst_name,DIST,"branch_
code","OC_BO
     YS","OC_GIR
LS","SC_BO
     YS","SC_GIR
LS","ST_BOY
S","ST_GIR
      LS","BCA_B
OYS","BCA_GI
RLS","BCB_B
OYS","BCB_GI
RLS","BCC_B
OYS","BCC_GI
RLS","BCD_B
OYS","BCD_GI
RLS","BCE_B
OYS","BCE_GI
     RLS","OC_EWS_B
OYS","OC_EWS_GI
RLS"
426,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",KRI,ECE,73857,78802,161451,171495,169456,172808,120479,120479,113734,165784,73857,78802,88738,112776,126251,126251,73270,80022
427,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",KRI,EEE,155879,155879,161994,161994,155879,155879,159464,159464,155879,155879,155879,155879,155879,155879,155879,155879,117808,128016
428,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",KRI,INF,51855,51855,131929,159643,141573,141573,81969,81969,89422,89422,51855,51855,66646,66646,94272,136427,47969,49226
429,MICT,"DVR AND DR.HS MIC COLLEGE OF
TECHNOLOGY",KRI,MEC,169131,169163,169131,169163,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,
430,MIET,"MANDAVA INSTITUTE OF ENGG AND
TECHNOLOGY",KRI,CIV,160137,162427,173396,173396,171161,171161,160137,162427,160137,162427,160137,162427,160137,162427,160137,162427,,
431,MIET,"MANDAVA INSTITUTE OF ENGG AND
TECHNOLOGY",KRI,CSE,156414,156414,173490,173490,162514,162514,156414,156414,166478,166478,156414,156414,160872,160872,156414,156414,149868,157100
432,MIET,"MANDAVA INSTITUTE OF ENGG AND
TECHNOLOGY",KRI,CSM,123627,164078,169788,169788,123627,171553,123627,164078,123627,164078,123627,164078,123627,164078,123627,164078,98777,
433,MIET,"MANDAVA INSTITUTE OF ENGG AND
TECHNOLOGY",KRI,ECE,158021,158021,171744,171744,158021,172306,158021,158021,158021,158021,158021,158021,158021,158021,158021,158021,162148,
434,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",KRI,AID,67166,85784,169671,169671,170358,170358,138969,138969,131332,160589,131143,131143,117251,117251,118479,151106,91424,159115
435,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",KRI,CAI,102047,102047,173178,173178,172019,172019,152273,152273,143112,143112,124909,124909,115854,115854,111754,156344,102107,96740
436,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",KRI,CIV,155244,163861,167161,167161,155244,163861,155244,163861,155244,163861,155244,163861,155244,163861,155244,163861,,163936
437,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",KRI,CSE,69827,69827,173362,173362,149703,152946,126430,126430,116997,164373,69827,69827,96992,124677,125043,159370,91038,76262
438,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",KRI,ECE,110802,142452,173058,173058,171012,171012,142170,149659,152642,157743,110802,142452,160059,165344,163199,163199,126311,141838
439,MVRS,"M.V.R.COLL OF ENGINEERING AND
TECHNOLOGY",KRI,MEC,167340,167340,169326,169326,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,,156660
440,NRIA,NRI INSTITUTE OF TECHNOLOGY,KRI,AIM,57229,69845,169781,171248,113864,113864,121622,123480,123954,125300,73937,73937,96234,96234,132406,151438,68940,62395
441,NRIA,NRI INSTITUTE OF TECHNOLOGY,KRI,CIV,120589,120589,120589,172576,120589,120589,120589,120589,160363,160363,120589,120589,120589,120589,120589,120589,100222,
442,NRIA,NRI INSTITUTE OF TECHNOLOGY,KRI,CSD,48409,48409,169191,171390,171926,171926,102383,102383,93668,93668,67433,84187,64997,71762,65410,91696,45755,50131
443,NRIA,NRI INSTITUTE OF TECHNOLOGY,KRI,CSE,25128,31661,78215,78215,148574,148574,41933,47052,61581,61581,53875,53875,37080,37080,58799,67138,25008,29388
444,NRIA,NRI INSTITUTE OF TECHNOLOGY,KRI,CSER,91424,91424,105543,169550,91424,91424,121750,161475,163991,163991,91424,91424,109737,111206,157182,157182,129380,133399
445,NRIA,NRI INSTITUTE OF TECHNOLOGY,KRI,CSM,47126,56973,144832,167130,52525,56973,98092,98092,96336,100420,47126,56973,68721,68721,105247,143472,46749,57184
446,NRIA,NRI INSTITUTE OF TECHNOLOGY,KRI,ECE,61613,61613,141553,172067,166906,172908,113130,151927,109928,109928,75535,77234,81007,81007,163991,163991,62957,61523
447,NRIA,NRI INSTITUTE OF TECHNOLOGY,KRI,EEE,154679,154679,154679,154679,154679,154679,164829,164829,165625,167401,154679,154679,154679,166394,154679,154679,117749,141519
448,NRIA,NRI INSTITUTE OF TECHNOLOGY,KRI,INF,39234,45029,141861,170416,167758,172229,90352,101093,92095,94283,54335,54335,58645,84680,39234,94354,42757,37585
449,NRIA,NRI INSTITUTE OF TECHNOLOGY,KRI,MEC,169131,169163,173540,173558,173554,173554,169163,169163,169169,169169,,,169131,169163,169163,169163,,
450,PPDV,"PALADUGU PARVATHI DEVI COLLEGE
OF ENGG AND TECH",KRI,CSE,169131,169163,169131,169163,173554,173554,169163,169163,169131,169163,,,169131,169163,169131,169163,159819,
451,PPDV,"PALADUGU PARVATHI DEVI COLLEGE
OF ENGG AND TECH",KRI,ECE,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,126471,,112828
452,PPDV,"PALADUGU PARVATHI DEVI COLLEGE
OF ENGG AND TECH",KRI,MEC,169131,169163,169867,169867,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,
453,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",KRI,CIV,131002,157393,138954,171270,131002,157393,131002,157393,161074,161074,131002,157393,131002,157393,131002,157393,125409,
454,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",KRI,CSD,12623,15394,54408,54408,129235,129235,27664,27664,12623,27380,12623,15394,20657,20657,30207,30207,12516,11438
455,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",KRI,CSE,11716,11716,30113,39039,92797,108802,15135,18215,14622,25027,16517,16517,11716,13400,21919,21919,13991,10408
456,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",KRI,CSM,13514,13514,45193,45193,166942,166942,19070,35089,25639,25639,67971,67971,13514,20599,23974,34052,11306,11938
457,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",KRI,ECE,21480,26148,66469,74740,159472,169842,43578,43578,35136,35136,38073,38073,47281,56680,52986,52986,38521,31710
458,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",KRI,EEE,58681,58681,169246,169246,95525,95525,149774,149774,134616,134616,58681,92949,98680,98680,58681,58681,96251,67345
459,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",KRI,INF,16732,18705,47748,48583,139961,170813,30383,32336,26389,26389,16732,70982,21845,24295,33184,33184,19153,19585
460,PPSV,"PRASAD V POTLURI SIDDHARTHA
INSTT OF TECHNOLOGY",KRI,MEC,130348,130348,145148,160272,145285,165103,162817,162817,162846,162846,130348,130348,165282,165282,161531,164648,137963,167051
461,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",KRI,CAI,87029,87029,102869,170180,87029,95287,160353,160353,121519,141585,87029,87029,87029,87029,140970,140970,102480,67151
462,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",KRI,CIC,103661,103661,131566,171514,171353,171353,163861,167595,166202,166749,103661,103661,109308,109308,103661,103661,105446,94887
463,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",KRI,CSD,75517,78427,170719,170719,77639,78427,150610,150610,111874,111874,115496,115496,83579,83579,75517,144419,76247,75597
464,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",KRI,CSE,48393,48393,156995,156995,160981,160981,126845,126845,134524,134524,82532,82532,57137,57137,91256,91256,75995,46099
465,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",KRI,CSM,64589,77659,172210,172210,116774,116774,162274,162274,97557,97557,64589,129380,81452,81452,141676,143847,96057,55621
466,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",KRI,CSO,85763,85763,169820,169820,90233,172514,144623,144623,153128,168450,85763,115956,130732,130732,150588,168159,91686,107081
467,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",KRI,ECE,113473,114608,172419,172419,138919,138919,146989,147269,161884,167395,113473,125714,168396,168976,161957,168585,118292,126086
468,PSCV,"POTTI SRIRAMULU COLLEGE OF ENGG
AND TECHNOLOGY",KRI,EEE,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,168478,155760,159249
469,RKCE,R.K.COLLEGE OF ENGINEERING,KRI,AIM,79509,107942,171904,171904,138779,138779,160469,161171,146558,160032,79509,107942,149891,170902,139427,139427,111206,102924
470,RKCE,R.K.COLLEGE OF ENGINEERING,KRI,CIV,169131,169163,173540,173558,173554,173554,169131,169163,169169,169169,,,169142,169163,169163,169163,,
471,RKCE,R.K.COLLEGE OF ENGINEERING,KRI,CSD,140816,140816,170676,170676,140816,140816,165625,167310,167303,168396,140816,140816,160013,160013,164388,164388,126091,130500
472,RKCE,R.K.COLLEGE OF ENGINEERING,KRI,CSE,112567,112567,172772,172772,161195,172518,135555,154607,163899,163899,167781,167781,144401,144401,160727,160727,160164,104346
473,RKCE,R.K.COLLEGE OF ENGINEERING,KRI,ECE,128495,128495,172129,172238,157751,168582,151278,160708,167113,167113,128495,128495,163831,163831,128495,149824,108794,165193
474,RKCE,R.K.COLLEGE OF ENGINEERING,KRI,EEE,169131,169163,173540,173540,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,
475,RKCE,R.K.COLLEGE OF ENGINEERING,KRI,MEC,87972,87972,87972,87972,163771,163771,87972,87972,87972,87972,87972,87972,87972,87972,87972,87972,,
476,SIEN,"SRI SARATHI INSTITUTE OF ENGG.
AND TECHNOLOGY",KRI,AID,155113,155113,173032,173500,155113,164224,162370,162370,167781,167781,155113,155113,164528,164528,164149,164149,138376,
477,SIEN,"SRI SARATHI INSTITUTE OF ENGG.
AND TECHNOLOGY",KRI,CSE,120906,139588,169891,169891,173047,173047,156551,156551,157306,157306,168943,168943,144641,148086,122204,139588,162986,148603
478,SIEN,"SRI SARATHI INSTITUTE OF ENGG.
AND TECHNOLOGY",KRI,ECE,99580,102358,152486,152486,99580,102358,121366,121366,99580,102358,99580,102358,121928,121928,99580,102358,,
479,SRKI,S R K INST. OF TECHNOLOGY,KRI,CIV,169131,169131,169131,169131,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,
480,SRKI,S R K INST. OF TECHNOLOGY,KRI,CSD,66256,86871,158743,158743,169770,169770,118637,140839,122676,122676,75334,86871,94833,94833,156134,156134,78705,65607
481,SRKI,S R K INST. OF TECHNOLOGY,KRI,CSE,56402,56402,162893,162893,169872,169872,85445,85445,75675,75675,89039,89039,90233,107831,56402,82022,66137,37835
482,SRKI,S R K INST. OF TECHNOLOGY,KRI,CSM,50848,50848,169903,169903,50848,52754,135173,135173,85249,85249,50848,50848,76099,86786,127070,127070,72661,100730
483,SRKI,S R K INST. OF TECHNOLOGY,KRI,ECE,111643,111643,170262,170262,173089,173089,160681,160681,155406,155406,111643,153502,121812,121812,146335,160448,130283,85962
484,SRKI,S R K INST. OF TECHNOLOGY,KRI,EEE,161884,161884,169464,169464,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,,
485,SRKI,S R K INST. OF TECHNOLOGY,KRI,INF,69009,69265,101093,172256,81550,82325,166614,166614,110233,110233,114584,114584,105673,105673,158462,158462,45968,63647
486,SRKI,S R K INST. OF TECHNOLOGY,KRI,MEC,169131,169131,173540,173540,173554,173554,169163,169163,169131,169131,,169131,169142,169142,169163,169163,147982,
487,SVET,"SRI VASAVI INSTT OF ENGINEERING
AND TECHNOLOGY",KRI,CSE,104459,104459,171958,171958,145414,145414,130333,130333,122981,122981,104459,104459,166697,166697,108335,108335,129230,76692
488,SVET,"SRI VASAVI INSTT OF ENGINEERING
AND TECHNOLOGY",KRI,CSM,79820,80873,89561,89561,89615,89615,156257,156257,136508,139290,79820,80873,149868,149868,141614,167687,89866,92655
489,SVET,"SRI VASAVI INSTT OF ENGINEERING
AND TECHNOLOGY",KRI,ECE,99981,118949,171902,171902,147529,147529,162246,162246,168784,168784,99981,118949,166296,166296,165738,165738,135809,140428
490,SVHE,"D M S S V H COLLEGE OF
ENGINEERING",KRI,CSE,120016,168998,172979,172979,134407,168998,163586,168998,168806,168998,120016,168998,160905,168998,120016,168998,103387,112626
491,SVHE,"D M S S V H COLLEGE OF
ENGINEERING",KRI,ECE,114899,114899,152915,152915,114899,114899,114899,114899,114899,119558,114899,114899,114899,114899,114899,114899,161848,
492,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",KRI,AID,75309,93633,172540,172540,91923,93633,99097,99097,102383,102383,75309,93633,80854,93633,76962,117994,72232,73575
493,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",KRI,AIM,80283,80283,172610,172610,80283,80283,127169,127169,120176,121345,148151,148151,85877,113130,80283,117131,66326,106617
494,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",KRI,CSE,43334,55424,114014,172269,125333,125333,69596,69596,68340,112172,43334,55424,89730,89730,105314,105314,54685,44508
495,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",KRI,ECE,100420,100444,172408,172564,101328,101328,140322,151326,149839,150410,101399,102443,108206,108206,155069,157283,118162,114410
496,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",KRI,EEE,136130,136130,156891,156891,136130,136130,157312,157312,163991,163991,149020,149020,165904,165904,153330,153330,167310,104094
497,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",KRI,INF,62168,64181,173281,173351,128719,168005,93101,100505,109902,109902,148140,148140,64245,77489,135691,135691,65545,131739
498,URCE,"USHA RAMA COLL OF ENGG AND
TECHNOLOGY",KRI,MEC,133104,133104,170706,170706,147039,147039,152915,152915,133104,133104,133104,133104,149048,159272,133104,133104,149967,
499,VCTN,"VIKAS COLLEGE OF ENGINEERING
AND TECHNOLOGY",KRI,CSD,76671,150330,165223,165223,76671,150330,76671,150330,155417,155417,76671,150330,76671,150330,76671,158502,168426,
500,VCTN,"VIKAS COLLEGE OF ENGINEERING
AND TECHNOLOGY",KRI,CSE,134784,134784,169188,169188,165551,165551,166511,166511,151025,151025,166614,166614,134784,135147,166248,166248,96809,165902
501,VCTN,"VIKAS COLLEGE OF ENGINEERING
AND TECHNOLOGY",KRI,CSM,162846,172559,173095,173095,162846,172559,162846,172559,162846,172559,162846,172559,162846,172559,162846,172559,152380,
502,VCTN,"VIKAS COLLEGE OF ENGINEERING
AND TECHNOLOGY",KRI,ECE,93913,146422,143309,149546,145767,146422,93913,146422,95468,153779,93913,146422,165992,165992,93913,146422,112626,
503,VGTN,VIKAS GROUP OF INSTITUTIONS,KRI,CSD,124909,124909,124909,124909,124909,124909,124909,124909,124909,124909,124909,124909,128178,128178,124909,124909,,
504,VGTN,VIKAS GROUP OF INSTITUTIONS,KRI,CSE,130843,167066,171454,173361,130843,167066,156791,167066,151418,167066,144885,167066,161515,167066,154040,167066,167919,117994
505,VGTN,VIKAS GROUP OF INSTITUTIONS,KRI,CSM,119466,119466,119466,119466,119466,119466,119466,119466,164119,164119,119466,119466,156864,156864,119466,119466,102614,
506,VGTN,VIKAS GROUP OF INSTITUTIONS,KRI,EEE,169131,169163,173540,173558,173554,173554,169163,169163,169169,169169,,,169142,169163,169131,169163,,
507,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",KRI,AIM,52042,103216,140624,140624,171764,171764,149758,149758,120842,120902,52042,103216,143847,143847,144623,149230,108908,104129
508,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",KRI,CIV,92547,92547,92547,92547,135622,149847,92547,92547,92547,92547,92547,92547,92547,92547,92547,92547,,
509,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",KRI,CSD,114488,114488,156402,156402,163090,163090,153008,153720,156360,168196,114488,167020,159352,160727,155841,155841,127848,122811
510,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",KRI,CSE,87235,87235,125235,125235,129308,129308,151536,151536,112162,112162,95824,95824,92547,92547,121161,121161,89432,88176
511,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",KRI,ECE,131047,152842,172215,172273,170680,170680,167970,167970,169026,169026,132850,152842,160469,160469,142489,152842,157945,161491
512,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",KRI,EEE,44486,108426,172920,173000,173072,173072,173461,173461,44486,173160,44486,108426,44486,173293,44486,108426,,
513,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",KRI,MEC,169131,169163,169131,169163,173554,173554,169131,169163,169169,169169,,,169142,169163,169163,169163,,
514,VIPW,"VIJAYA INST OF PHARM SCI FOR
WOMEN",KRI,PHM,,165739,,165739,,165739,,165739,,165739,,,,165739,,165739,,
515,VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",KRI,AIM,,121779,,143433,,121779,,145797,,160835,,,,160688,,127499,,168275
516,VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",KRI,CSD,,129614,,145587,,172009,,163371,,132311,,157732,,164444,,166268,,134401
517,VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",KRI,CSE,,153650,,172640,,153650,,153650,,153650,,153650,,153650,,153650,,93680
518,VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",KRI,ECE,,148416,,165223,,148416,,154838,,160861,,,,166129,,148416,,134677
519,VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",KRI,INF,,150384,,150384,,150384,,160608,,158070,,,,150384,,150384,,123858
520,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",KRI,AID,9758,12019,29358,29358,102296,102296,14819,17158,11493,12019,9758,12019,16129,16129,11580,12019,11829,24596
521,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",KRI,CIV,121506,151521,165558,171882,172327,172327,150303,151521,145732,155760,146707,151521,125847,151521,153866,153866,152317,126224
522,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",KRI,CSE,6148,6755,13486,33222,28046,28046,10974,10974,7290,7290,7057,7057,6148,7120,7285,8192,6250,4644
523,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",KRI,CSM,7380,9449,25095,25095,57187,57187,13685,13685,8745,10686,7380,9449,7380,9449,8136,13855,7457,10950
524,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",KRI,ECE,21857,21857,38353,38353,105977,139915,37515,37838,29150,29150,38367,38367,31237,31237,32680,42997,26138,25588
525,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",KRI,EEE,49272,49272,116916,162793,137628,137628,97100,100028,102383,124255,56922,56922,54417,65719,102124,102124,61913,58814
526,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",KRI,EIE,91843,91843,141534,172776,123041,123041,112751,162097,129495,132704,91843,115641,91843,138527,139068,139068,79411,95573
527,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",KRI,INF,13410,13410,31999,31999,87408,105019,36539,36539,15401,15651,15713,15713,18342,18342,17994,28628,16917,15654
528,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",KRI,MEC,77113,131721,173254,173254,171240,171240,134064,137751,124085,167450,104094,131721,106342,131721,84853,131721,129134,164243
529,VRSP,"K V S R SIDDHARTHA COLLEGE OF
PHARMACEUTICAL SCI.S",KRI,PHD,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,,
530,VRSP,"K V S R SIDDHARTHA COLLEGE OF
PHARMACEUTICAL SCI.S",KRI,PHM,97277,97277,97277,97277,97277,97277,97277,126845,97277,97277,97277,97277,97277,97277,97277,99003,,
531,VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",KRI,AID,169131,169131,169131,173191,169131,169131,169131,169131,169131,169131,,169131,169131,169131,169131,169131,165470,164237
532,VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",KRI,CSE,108709,108709,172854,172854,173407,173407,165103,165103,169099,169099,110622,110622,148383,148383,152886,152886,151168,76568
533,VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",KRI,CSM,57549,57549,144054,144054,131438,131438,154400,154400,144780,144780,57549,57549,57549,147650,57549,160432,156468,
534,VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",KRI,ECE,168676,168676,168676,172989,168676,168676,168676,168676,168676,168676,168676,168676,168676,168676,168676,168676,137882,
535,VVIP,"VALLABHANENI VENKATADRI INST OF
PHARM SCIENCES",KRI,PHM,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,,
536,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,AGR,169131,169131,169131,169131,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,
537,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,CAI,143061,143061,173428,173428,143061,143061,143061,143061,160550,160550,143061,143061,143061,143061,143061,143061,,
538,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,CIV,154276,154276,154276,154276,154276,154276,154276,154276,160777,160777,154276,154276,154276,154276,154276,154276,,
539,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,CSD,168132,168132,168159,168159,168132,168132,168132,168132,168132,168132,168132,168132,168132,168132,168132,168132,,
540,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,CSE,135844,143847,155618,173093,162986,162986,164893,164893,135844,143847,135844,143847,152495,152495,137685,143847,85835,
541,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,ECE,134928,134928,172040,172040,134928,134928,146335,146335,134928,146422,134928,134928,134928,134928,155339,166152,163037,
542,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,EEE,133982,133982,133982,133982,173154,173154,166452,166452,133982,133982,133982,133982,133982,133982,133982,133982,124481,
543,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,MEC,143410,148984,143410,148984,171324,171324,143410,148984,143410,148984,143410,148984,143410,148984,143410,148984,147718,
544,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,MIN,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,,
545,ANNP,ST.ANNS COLLEGE OF PHARAMACY,PKS,PHM,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,,
546,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,CIV,90305,90305,144857,158615,163624,163624,166686,166686,166820,166820,90305,90305,168405,168405,136130,144444,101785,
